"tweet_id","type","probability","text"
1331645970816376836,"Organization",0.685,"walmart"
1331645970816376836,"Place",0.5528,"ontario"
1331644956528713728,"Place",0.7253,"Ontario"
1331643727983493121,"Person",0.905,"Trudeau"
1331643727983493121,"Place",0.8649,"Canada"
1331643078688509952,"Place",0.9833,"Canada"
1331642226577969153,"Place",0.9452,"Toronto"
1331642226577969153,"Place",0.8094,"Ford"
1331642178129498113,"Organization",0.4432,"Covid"
1331642178129498113,"Place",0.8829,"Ontario"
1331642178129498113,"Organization",0.5393,"South Algonquin Business Association"
1331639043642195968,"Place",0.8208,"Ontario"
1331638764976877573,"Organization",0.3891,"Kingston"
1331638437259128833,"Place",0.7447,"Ontario"
1331638152155566082,"Place",0.7447,"Ontario"
1331634429039525888,"Organization",0.5913,"COVID"
1331629808565018626,"Place",0.9949,"Canada"
1331629148306108418,"Place",0.734,"Canada"
1331628462390595584,"Place",0.9594,"Toronto"
1331627871983562754,"Place",0.9499,"AUSTRALIA"
1331627871983562754,"Place",0.8335,"ONTARIO"
1331627468097265664,"Place",0.3795,"Coronavirus"
1331627468097265664,"Place",0.9741,"Ontario"
1331626268392124422,"Place",0.5736,"Toronto"
1331626268392124422,"Organization",0.4225,"The Premier"
1331616951857274880,"Place",0.9986,"Canada"
1331616951857274880,"Other",0.8577,"Xmas"
1331609897356693507,"Place",0.8101,"Ontario"
1331606590437220353,"Place",0.8959,"B.C."
1331606590437220353,"Place",0.9867,"Vancouver"
1331602894936739841,"Place",0.9253,"Dawson City"
1331602025218531328,"Organization",0.6118,"Business Development Bank of Canada"
1331598132627562499,"Place",0.979,"Canada"
1331594835355181057,"Organization",0.7473,"Roncesvalles Village Business Improvement Area"
1331594480290582531,"Place",0.9254,"Dawson City"
1331593418779336704,"Place",0.9991,"Canada"
1331591139032330240,"Person",0.5634,"Premier Kenney"
1331591139032330240,"Place",0.9959,"Canada"
1331591023923965955,"Place",0.8733,"Ontario"
1331591023923965955,"Organization",0.7374,"Ontario Minister of Health"
1331590240146841600,"Person",0.9351,"Trudeau"
1331590240146841600,"Place",0.9415,"Canada"
1331587316381609985,"Place",0.9938,"Canada"
1331584916061122560,"Place",0.8954,"Ontario"
1331584916061122560,"Person",0.6898,"Ford"
1331584853754736642,"Place",0.9955,"Canada"
1331584853754736642,"Place",0.9926,"China"
1331583772500914184,"Place",0.9873,"Canada"
1331579203205083144,"Place",0.9956,"Canada"
1331579203205083144,"Place",0.9926,"China"
1331568456811077633,"Organization",0.465,"Ford"
1331564324922531841,"Place",0.9364,"Ontario"
1331534089149624322,"Place",0.9889,"Germany"
1331534089149624322,"Place",0.9848,"Toronto"
1331522120992641024,"Organization",0.3943,"Abercrombie & Fitch CEO"
1331522120992641024,"Organization",0.7824,"Covid"
1331522108485210113,"Person",0.9852,"Trump"
1331522108485210113,"Organization",0.3488,"Covid"
1331522104194441216,"Organization",0.8248,"Pentagon"
1331522104194441216,"Organization",0.4937,"Covid"
1331522101774258177,"Place",0.9742,"Russia"
1331522093331177472,"Place",0.8962,"UK"
1331515029854826496,"Organization",0.8975,"YouTube"
1331467002620174338,"Place",0.8655,"Canada"
1331464922492923906,"Place",0.8396,"Canada"
1331454314385170433,"Organization",0.3213,"Covid"
1331454314385170433,"Place",0.9079,"Ontario"
1331453737093660672,"Place",0.8142,"Alberta"
1331453737093660672,"Place",0.8873,"Ontario"
1331452485924491265,"Place",0.9479,"Alberta"
1331431222569033730,"Place",0.9838,"Ontario"
1331425745172881408,"Organization",0.6956,"Adamson Barbecue"
1331425745172881408,"Place",0.9963,"Toronto"
1331418581574291461,"Person",0.9585,"Trudeau"
1331418581574291461,"Place",0.9897,"Canada"
1331411528814354432,"Person",0.9815,"John Tory"
1331409401455009796,"Place",0.6823,"🇨🇦"
1331409401455009796,"Organization",0.8554,"CBC News"
1331400730759094272,"Place",0.6265,"Alberta, Canada"
1331395649393225728,"Person",0.9531,"Trudeau"
1331395649393225728,"Place",0.9885,"Canada"
1331394224898461696,"Place",0.5601,"Alberta"
1331392906054262785,"Place",0.9752,"Canada"
1331392906054262785,"Place",0.7421,"Africa"
1331392512209117184,"Place",0.9974,"Canada"
1331392512209117184,"Person",0.9957,"Trump"
1331387166874890244,"Place",0.9882,"Ontario"
1331387166874890244,"Place",0.7732,"LTC"
1331387166874890244,"Person",0.8157,"Ford"
1331387166874890244,"Person",0.5049,"Gestapo"
1331384645322240007,"Place",0.9018,"Canada"
1331380201171902465,"Organization",0.8605,"Walmart"
1331380201171902465,"Organization",0.877,"Costco"
1331380201171902465,"Organization",0.4413,"Loblaws"
1331380201171902465,"Place",0.9736,"CANADA"
1331379748379901952,"Organization",0.5057,"Saskatchewan Party"
1331377534475378690,"Place",0.9978,"Toronto"
1331377079506657282,"Place",0.9966,"Toronto"
1331376487186853888,"Place",0.3573,"Canada COVid"
1331376487186853888,"Organization",0.5358,"UCP"
1331376021183074305,"Place",0.8211,"Toronto"
1331369648697323520,"Place",0.6814,"Ontario"
1331368727783354375,"Place",0.9984,"Canada"
1331367181435670530,"Organization",0.7524,"Adamson Barbecue"
1331367181435670530,"Organization",0.6349,"Ontario Building Code"
1331365292790996992,"Place",0.8655,"Canada"
1331365124012003329,"Place",0.5511,"City of Toronto"
1331365124012003329,"Place",0.513,"COVID"
1331365124012003329,"Place",0.8484,"Toronto"
1331365124012003329,"Person",0.5001,"Ford"
1331361399667306505,"Place",0.997,"Canada"
1331356922231009284,"Place",0.9828,"Canada"
1331356922231009284,"Other",0.9678,"Christmas"
1331355751927918593,"Person",0.8589,"Trudeau"
1331355751927918593,"Organization",0.3922,"Bank of Canada"
1331353783000035332,"Organization",0.796,"Ontario Conservatives"
1331352136903319558,"Organization",0.6858,"Adamson BBQ restaurant"
1331351338832318464,"Place",0.9951,"Toronto"
1331349009882079232,"Place",0.9809,"Canada"
1331348355239309314,"Place",0.9728,"Toronto"
1331347022167859201,"Person",0.979,"Doug Ford"
1331347022167859201,"Place",0.9374,"Ontario"
1331344403760259072,"Place",0.9881,"Canada"
1331344225548419072,"Place",0.9481,"Canada"
1331342883589414912,"Place",0.9873,"Canada"
1331342644270731265,"Place",0.9873,"Canada"
1331341799378587648,"Place",0.5858,"Operational Town Hall"
1331341799378587648,"Organization",0.4312,"Golf Business Canada Conference"
1331340696767369218,"Place",0.9935,"Canada"
1331339514565025798,"Place",0.863,"U.S."
1331338143736369153,"Place",0.8901,"Canada"
1331338143736369153,"Place",0.9974,"Canada"
1331338047707897858,"Person",0.6167,"Doug Ford"
1331338047707897858,"Place",0.9983,"Toronto"
1331332714805518339,"Place",0.9967,"Canada"
1331332212671848456,"Person",0.87,"Dr.DavidNabarro"
1331331592732749828,"Place",0.9909,"Toronto"
1331328987738513409,"Organization",0.2626,"Adamson Barbecue Adam Skelly"
1331328987738513409,"Organization",0.3171,"Ontario Premier Doug Ford"
1331326720662761473,"Place",0.9974,"Canada"
1331326720662761473,"Place",0.5883,"Canada"
1331325438178832388,"Person",0.9139,"Doug"
1331325438178832388,"Place",0.8498,"Ontario"
1331321666392231940,"Organization",0.5356,"COVID"
1331321666392231940,"Organization",0.3297,"Canada Emergency Rent Subsidy"
1331321231119888387,"Person",0.9638,"Sam Oosterhoff"
1331320099068911622,"Organization",0.8286,"Costco"
1331320099068911622,"Organization",0.8982,"Walmart"
1331319241790922756,"Organization",0.8287,"Costco"
1331319241790922756,"Organization",0.8982,"Walmart"
1331319238024368128,"Place",0.5828,"Toronto"
1331319238024368128,"Person",0.5631,"Ford"
1331318793512103946,"Person",0.3608,"Covid"
1331317207691915273,"Place",0.3924,"Etobicoke restaurant"
1331317207691915273,"Place",0.5209,"COVID"
1331317207691915273,"Place",0.8635,"Toronto"
1331316917785694209,"Person",0.8813,"Eli Lilly"
1331316917785694209,"Place",0.9651,"Canada"
1331315527709564929,"Place",0.5327,"Premier of Ontario"
1331313793616420864,"Place",0.967,"Canada"
1331312051491364866,"Place",0.5637,"Canada"
1331308064381820931,"Organization",0.8712,"Toronto Restaurant Adamson"
1331308034988105734,"Place",0.774,"canada"
1331307901269516289,"Place",0.9317,"Ontario"
1331307848081551360,"Place",0.7197,"Toronto"
1331307848081551360,"Person",0.998,"Doug Ford"
1331307770092597249,"Place",0.9979,"Toronto"
1331307770092597249,"Place",0.9905,"Ontario"
1331307512667262977,"Organization",0.7663,"Goodlife"
1331307109728854017,"Place",0.9831,"Ontario"
1331306590285213700,"Place",0.4801,"Canada"
1331304491845627906,"Organization",0.4182,"Adamson BBQ"
1331304491845627906,"Place",0.6169,"Ontario"
1331303955129896961,"Organization",0.8678,"EU"
1331303955129896961,"Place",0.9053,"Canada"
1331303955129896961,"Place",0.9057,"Japan"
1331303395953700867,"Organization",0.8678,"EU"
1331303395953700867,"Place",0.9053,"Canada"
1331303395953700867,"Place",0.9057,"Japan"
1331300180713410560,"Place",0.9792,"Toronto"
1331300180713410560,"Place",0.996,"Toronto"
1331300180713410560,"Organization",0.7407,"Covid Business"
1331298382506315778,"Place",0.9873,"Canada"
1331295783296016385,"Organization",0.8665,"EU"
1331295783296016385,"Place",0.9023,"Canada"
1331295783296016385,"Place",0.9037,"Japan"
1331289711495819264,"Place",0.5242,"Ottawa PHU"
1331289711495819264,"Place",0.9023,"Toronto"
1331289178940739584,"Place",0.987,"Ontario"
1331288518140825610,"Place",0.544,"New York city"
1331288518140825610,"Place",0.9718,"Toronto"
1331288518140825610,"Place",0.9458,"Ontario"
1331287760812929025,"Place",0.9789,"Toronto"
1331287760812929025,"Organization",0.4355,"CoVid"
1331287051434651648,"Place",0.8701,"Ontario"
1331287051434651648,"Place",0.9743,"Canada"
1331281206995005441,"Organization",0.3817,"Adamson BBQ"
1331280637337235460,"Place",0.3524,"Ontario"
1331278100295012354,"Place",0.8618,"Toronto"
1331277477281402880,"Place",0.9843,"Canada"
1331275659528851458,"Organization",0.5291,"Ontario Minister of Health"
1331274364390572034,"Place",0.8353,"Alberta"
1331273621755621386,"Person",0.9421,"Ms. Freeland"
1331273621755621386,"Place",0.9848,"Toronto"
1331272892479311874,"Place",0.2956,"Northeastern Ontario"
1331271372220329984,"Person",0.8373,"Mariano"
1331271372220329984,"Place",0.9992,"Canada"
1331271372220329984,"Place",0.7052,"Canada"
1331269011020128256,"Organization",0.4333,"CFIB"
1331269011020128256,"Place",0.9894,"Canada"
1331268122133757958,"Organization",0.5608,"Canada Emergency Rent Subsidy"
1331266615619547138,"Place",0.9755,"Canada"
1331266325474381830,"Place",0.5177,"Canada"
1331264023933968386,"Organization",0.6593,"Ontario Minister of Health"
1331254664218767361,"Place",0.7333,"Ontario"
1331254664218767361,"Place",0.5175,"Manitoba"
1331250772567330816,"Place",0.9982,"Canada"
1331248760169648129,"Organization",0.4598,"Jean Monnet Centre of Excellence Business Roundtable"
1331248760169648129,"Place",0.9573,"Canada"
1331248760169648129,"Place",0.3789,"Europe"
1331248469860880387,"Place",0.9952,"Toronto"
1331248469860880387,"Place",0.545,"Covid"
1331247544899395587,"Organization",0.5167,"Covid"
1331242280498438144,"Place",0.9914,"Canada"
1331238378419830786,"Organization",0.7439,"EU"
1331238378419830786,"Place",0.9809,"Canada"
1331238378419830786,"Place",0.9361,"Japan"
1331238372539392004,"Organization",0.7439,"EU"
1331238372539392004,"Place",0.9809,"Canada"
1331238372539392004,"Place",0.9361,"Japan"
1331238120407265282,"Place",0.9891,"Toronto"
1331237748167106561,"Organization",0.7394,"EU"
1331237748167106561,"Place",0.9816,"Canada"
1331237748167106561,"Place",0.9387,"Japan"
1331236345881083909,"Person",0.8533,"Kenney"
1331236345881083909,"Place",0.9676,"Canada"
1331236345881083909,"Place",0.8772,"India"
1331235633172520962,"Organization",0.7394,"EU"
1331235633172520962,"Place",0.9816,"Canada"
1331235633172520962,"Place",0.9387,"Japan"
1331232897488064513,"Place",0.4664,"Sask"
1331231312745730052,"Place",0.5859,"Canada"
1331231132407492609,"Place",0.8385,"Ontario"
1331229403058204672,"Place",0.4664,"Sask"
1331225693196267526,"Place",0.9925,"Toronto"
1331224945288876040,"Place",0.6738,"Canada-U.S"
1331224945288876040,"Place",0.8808,"U.S."
1331224773133680648,"Place",0.486,"Sask"
1331219676748189697,"Place",0.9612,"Toronto"
1331210294396219393,"Place",0.4364,"Canada"
1331194658735747072,"Place",0.3845,"US & Canada"
1331194607183540229,"Place",0.9652,"Canada"
1331174991623282694,"Organization",0.7394,"EU"
1331174991623282694,"Place",0.9816,"Canada"
1331174991623282694,"Place",0.9387,"Japan"
1331170215581814784,"Person",0.523,"McDonald"
1331170215581814784,"Place",0.8105,"Canada"
1331170215581814784,"Organization",0.6291,"CTV News Vancouver"
1331170215581814784,"Place",0.992,"Richmond"
1331159726931972097,"Place",0.2859,"Covid"
1331159711572516865,"Place",0.5746,"Minnesota"
1331159688872947713,"Organization",0.5743,"Cleveland Clinic"
1331159671953100800,"Place",0.6518,"New York Gov"
1331159671953100800,"Person",0.6831,"Cuomo"
1331159671953100800,"Place",0.9311,"Staten Island"
1331159653493903364,"Organization",0.4542,"Covid"
1331159649647800320,"Organization",0.7961,"New York Gov"
1331159649647800320,"Person",0.998,"Andrew Cuomo"
1331118654755201024,"Place",0.9615,"US"
1331105649686622208,"Place",0.5207,"Canada"
1331105649686622208,"Organization",0.7434,"Business Insurance Action Team"
1331105649686622208,"Place",0.9843,"Ontario"
1331100808071536641,"Organization",0.672,"University of Toronto"
1331087644273545216,"Place",0.8382,"Ontario"
1331080378598240258,"Place",0.7655,"Ontario"
1331080378598240258,"Place",0.7152,"Ontario"
1331073993676369924,"Place",0.9786,"Ontario"
1331073288634855426,"Product",0.6062,"GTA"
1331071625400184833,"Place",0.9798,"Canada"
1331071625400184833,"Place",0.9817,"Europe"
1331065973605076993,"Organization",0.5794,"Canada Emergency Rent Subsidy"
1331065888162914304,"Organization",0.5794,"Canada Emergency Rent Subsidy"
1331064493435138049,"Place",0.9962,"Toronto"
1331064493435138049,"Organization",0.4339,"COVID"
1331061687118565376,"Place",0.9985,"Canada"
1331061687118565376,"Person",0.9672,"Trudeau"
1331057875377123330,"Place",0.7728,"Canada"
1331056971450118146,"Place",0.91,"Toronto"
1331056662459760642,"Place",0.8837,"Canada"
1331055597391851520,"Place",0.9856,"Windsor"
1331049046367199232,"Person",0.3707,"Biden Legalizes"
1331049046367199232,"Place",0.9761,"Toronto"
1331046440915890181,"Place",0.8843,"Ontario"
1331046271059103745,"Organization",0.4616,"EU"
1331046271059103745,"Place",0.9485,"Canada"
1331037573867859968,"Place",0.6539,"alberta"
1331037573867859968,"Place",0.9004,"toronto"
1331033135216275458,"Place",0.4203,"Regina curling rink"
1331032586446131204,"Place",0.7372,"Hudson’s Bay"
1331032586446131204,"Place",0.7341,"Manitoba"
1331032586446131204,"Place",0.8264,"Ontario"
1331032018717732864,"Organization",0.4034,"Woodbine Racetrack"
1331032018717732864,"Place",0.6611,"Ontario"
1331032018717732864,"Place",0.907,"Toronto"
1331031932717715456,"Organization",0.4034,"Woodbine Racetrack"
1331031932717715456,"Place",0.6611,"Ontario"
1331031932717715456,"Place",0.907,"Toronto"
1331028533393694721,"Place",0.351,"Ontario"
1331021350455169024,"Place",0.6962,"Ontario"
1331021350455169024,"Organization",0.901,"Costco"
1331021350455169024,"Organization",0.9537,"Walmart"
1331021185245736962,"Place",0.99,"Canada"
1331021185245736962,"Place",0.9408,"Saudi Arabia"
1331019114177937409,"Organization",0.4399,"Revenue Canada"
1331014877251395588,"Organization",0.4711,"Covid"
1331014877251395588,"Organization",0.4,"Turtle"
1331014877251395588,"Person",0.9116,"Ted"
1331014877251395588,"Place",0.9981,"Canada"
1331014510367293441,"Place",0.4743,"Canada"
1331010921817403395,"Person",0.9158,"Joe"
1331010921817403395,"Place",0.8464,"U.S."
1331010921817403395,"Place",0.9511,"Canada"
1331010921817403395,"Place",0.9974,"Canada"
1331010921817403395,"Place",0.9482,"U.S."
1331005836957782020,"Place",0.5993,"Toronto"
1331005430030618624,"Person",0.722,"Howard"
1331003686521245696,"Place",0.6704,"Canada"
1331003686521245696,"Organization",0.5816,"Vancouvrer"
1331003686521245696,"Place",0.9779,"Vancouver"
1331003224615075840,"Place",0.9927,"Canada"
1331003224615075840,"Place",0.4091,"Nunavut"
1331003224615075840,"Place",0.7506,"Mississippi"
1331003224615075840,"Place",0.4463,"Maine"
1331003016514854912,"Organization",0.5759,"Canada Emergency Rent Subsidy"
1331002339008933893,"Place",0.9761,"Canada"
1331001505265160192,"Place",0.9481,"Ontario"
1331001505265160192,"Place",0.9541,"Sweden"
1331001398381703168,"Person",0.6376,"Trudeau Liberal"
1330998431758704643,"Place",0.6564,"Canada"
1330998431758704643,"Organization",0.5805,"Vancouvrer"
1330998431758704643,"Place",0.9682,"Vancouver"
1330994883654537216,"Organization",0.5608,"Canada Emergency Rent Subsidy"
1330992706018009095,"Place",0.6119,"Toronto"
1330992706018009095,"Other",0.8926,"Xmas"
1330990158070632453,"Place",0.9762,"Canada"
1330989486700961793,"Organization",0.507,"COVID"
1330989286741651463,"Place",0.3244,"California"
1330987013902901256,"Person",0.9927,"Justin Trudeau"
1330987013902901256,"Place",0.9842,"Canada"
1330983224911278087,"Place",0.9392,"Simcoe County"
1330979733576835081,"Place",0.7869,"Canada"
1330979733576835081,"Place",0.9887,"Canada"
1330979383964823552,"Place",0.9812,"Canada"
1330979240356024320,"Organization",0.4096,"Covid"
1330979240356024320,"Place",0.5482,"Canada"
1330977479096492037,"Organization",0.4973,"E-commerce"
1330976431866847232,"Organization",0.5024,"Canada Emergency Rent Subsidy"
1330975353398059012,"Place",0.8919,"U.S."
1330975353398059012,"Organization",0.8164,"CBC News"
1330974192674619393,"Place",0.9928,"Canada"
1330973722921095170,"Organization",0.8943,"Costco"
1330973458587656195,"Person",0.5484,"Canadians"
1330969887557242881,"Organization",0.4039,"Bank of Canada"
1330968773776568320,"Organization",0.9615,"Walmart"
1330968773776568320,"Organization",0.9563,"Costco"
1330968773776568320,"Organization",0.8885,"Canadian Federation of Independent Business"
1330968739278368769,"Organization",0.9615,"Walmart"
1330968739278368769,"Organization",0.9563,"Costco"
1330968739278368769,"Organization",0.8885,"Canadian Federation of Independent Business"
1330968704134340612,"Organization",0.9615,"Walmart"
1330968704134340612,"Organization",0.9563,"Costco"
1330968704134340612,"Organization",0.8885,"Canadian Federation of Independent Business"
1330965252712902657,"Place",0.8932,"Toronto"
1330965252712902657,"Other",0.9635,"Christmas"
1330965252712902657,"Organization",0.8325,"Amazon"
1330952734191841281,"Place",0.87,"Ontario"
1330950770443898882,"Place",0.7958,"Ontario"
1330945114408177676,"Organization",0.6664,"Ontario Govt"
1330945114408177676,"Person",0.8505,"Ryan Mallough"
1330944104403005442,"Place",0.9937,"Toronto"
1330943830607220743,"Place",0.9848,"Ontario"
1330943830607220743,"Place",0.9867,"Ontario"
1330943083647680512,"Place",0.8919,"U.S."
1330943002521595908,"Organization",0.5609,"Ontario Government"
1330942708974751749,"Place",0.9344,"Canada"
1330942548018307072,"Place",0.8988,"Ontario"
1330942292094578689,"Place",0.7712,"Ontario"
1330942292094578689,"Person",0.9664,"Doug"
1330942292094578689,"Organization",0.8131,"McDonalds"
1330942080135393284,"Organization",0.5017,"Canada Emergency Rent Subsidy"
1330941575682269189,"Place",0.8761,"York Region"
1330940186642034690,"Place",0.9941,"Canada"
1330940186642034690,"Place",0.9937,"France"
1330940186642034690,"Place",0.999,"Germany"
1330940186642034690,"Place",0.9985,"UK"
1330940186642034690,"Place",0.9994,"India"
1330940186642034690,"Place",0.9984,"Ireland"
1330939081941987332,"Place",0.9955,"Ontario"
1330939081941987332,"Other",0.4314,"Twilight Zone"
1330938479115694084,"Place",0.6316,"Toronto"
1330937521400918019,"Place",0.9873,"Canada"
1330933873660866562,"Place",0.8655,"Canada"
1330933647420092416,"Organization",0.3535,"COVID"
1330933647420092416,"Place",0.8998,"Canada"
1330933608505364488,"Place",0.9681,"Toronto"
1330933608505364488,"Place",0.9796,"Toronto"
1330932589209800710,"Person",0.9065,"Vaughan"
1330932589209800710,"Place",0.9391,"Ontario"
1330932589209800710,"Place",0.9737,"Croatia"
1330931881009811456,"Organization",0.4615,"EU"
1330931881009811456,"Place",0.9487,"Canada"
1330931881009811456,"Place",0.4467,"Covid"
1330930718411657216,"Place",0.9899,"US"
1330930718411657216,"Place",0.9029,"US"
1330930718411657216,"Place",0.9237,"Covid"
1330930718411657216,"Place",0.6971,"Florida"
1330930502514176005,"Place",0.8793,"U.S."
1330928365860098048,"Organization",0.5441,"The Canada Emergency Wage Subsidy"
1330923854571724800,"Place",0.9814,"Canada"
1330921639198900226,"Place",0.309,"New Vancouver"
1330919846662578176,"Place",0.3893,"Province of Ontario"
1330919791842926592,"Organization",0.3689,"Toronto Star"
1330919791842926592,"Place",0.9257,"Toronto"
1330914705989378051,"Organization",0.5903,"CBC"
1330910201483046913,"Place",0.9771,"Ontario"
1330909327415238657,"Place",0.8655,"Canada"
1330909248834981888,"Organization",0.4449,"AP News"
1330909248834981888,"Place",0.8821,"UK"
1330909248834981888,"Place",0.5528,"England"
1330906454933590017,"Place",0.9952,"Canada"
1330906080700813312,"Person",0.9983,"Trump"
1330905376863121408,"Place",0.994,"Canada"
1330902996004335621,"Place",0.8513,"U.S."
1330901938985197570,"Place",0.6379,"Canada"
1330901938985197570,"Organization",0.5883,"Vancouvrer"
1330901938985197570,"Place",0.9716,"Vancouver"
1330901381952114688,"Place",0.9555,"Canada"
1330898365652094977,"Person",0.9466,"Ryan"
1330898365652094977,"Place",0.94,"Toronto"
1330898365652094977,"Organization",0.6412,"YYZ"
1330898365652094977,"Place",0.5043,"Covid"
1330897622471634952,"Place",0.9992,"Canada"
1330896974476820480,"Organization",0.5177,"FP"
1330896974476820480,"Place",0.9751,"Ontario"
1330896974476820480,"Person",0.7191,"Mrs P"
1330896974476820480,"Person",0.2812,"Covid"
1330896774622552064,"Place",0.5612,"Canada"
1330895153893093378,"Place",0.9911,"FLORIDA"
1330894111310639104,"Place",0.9908,"Canada"
1330893978506457088,"Place",0.8919,"U.S."
1330893978506457088,"Organization",0.8164,"CBC News"
1330893135199825923,"Person",0.9158,"Joe"
1330893135199825923,"Place",0.8464,"U.S."
1330893135199825923,"Place",0.9511,"Canada"
1330893135199825923,"Place",0.9974,"Canada"
1330893135199825923,"Place",0.9482,"U.S."
1330892739781611521,"Place",0.8919,"U.S."
1330892739781611521,"Organization",0.8164,"CBC News"
1330892579295141889,"Organization",0.3711,"Wealth Professional Canada Magazine"
1330889546905628676,"Organization",0.8521,"The Government of Ontario"
1330888350086074368,"Place",0.9495,"Toronto"
1330887613327290369,"Place",0.9766,"Canada"
1330883811828232195,"Place",0.8446,"Toronto"
1330883805687803907,"Place",0.8661,"U.S."
1330882001629536258,"Place",0.9984,"Canada"
1330882001629536258,"Other",0.9667,"Christmas"
1330881944352157696,"Place",0.9551,"Toronto"
1330880537419010050,"Organization",0.498,"VHA"
1330880537419010050,"Place",0.9968,"Toronto"
1330878406423175172,"Place",0.8622,"Ontario"
1330877612701274114,"Place",0.8279,"U.S."
1330877157225222144,"Organization",0.3738,"Captalism"
1330877157225222144,"Place",0.634,"KMC"
1330877157225222144,"Place",0.9895,"U.S."
1330874065251348480,"Organization",0.6009,"Canada Emergency Rent Subsidy"
1330874065251348480,"Organization",0.5098,"Canada Emergency Wage Subsidy"
1330874065251348480,"Place",0.6333,"Canada"
1330873826973020160,"Place",0.9014,"U.S."
1330872683173703680,"Organization",0.4542,"CFIB"
1330872683173703680,"Organization",0.5334,"Ford Gov"
1330872683173703680,"Place",0.9926,"Toronto"
1330872645995343876,"Organization",0.6903,"High Tide"
1330870288179933185,"Organization",0.4952,"Durham Region"
1330870288179933185,"Organization",0.5304,"Red-Control"
1330869858364436482,"Place",0.8693,"Ontario"
1330869858364436482,"Place",0.9953,"Florida"
1330869323880128514,"Place",0.8693,"Ontario"
1330869323880128514,"Place",0.9953,"Florida"
1330864224122396681,"Organization",0.4867,"Canadian Snowbird Assoc"
1330863688337723393,"Place",0.4495,"Atlantic Canada"
1330862665267249152,"Place",0.8358,"US"
1330860661799153666,"Place",0.8772,"Ontario"
1330860661799153666,"Place",0.996,"Florida"
1330857651744485377,"Organization",0.4818,"OncoImmune"
1330856118520864770,"Place",0.779,"U.S."
1330855306281283593,"Place",0.9771,"Ontario"
1330852855373209600,"Place",0.6714,"Canada"
1330851743270375425,"Place",0.9988,"Canada"
1330851743270375425,"Organization",0.3299,"Covid"
1330849400164397058,"Place",0.9418,"Ontario"
1330849400164397058,"Place",0.6259,"ICUs"
1330844889064542210,"Place",0.9873,"Canada"
1330844871511470085,"Place",0.9873,"Canada"
1330843934902288384,"Organization",0.7674,"Yahoo Canada Finance"
1330843934902288384,"Organization",0.8772,"Bloomberg"
1330843934902288384,"Place",0.7195,"U.S."
1330843934902288384,"Organization",0.8733,"AstraZeneca Plc"
1330841017914896387,"Organization",0.4542,"CFIB"
1330841017914896387,"Organization",0.5334,"Ford Gov"
1330841017914896387,"Place",0.9926,"Toronto"
1330839746004754438,"Place",0.9218,"U.S."
1330839746004754438,"Organization",0.772,"CBC News"
1330833968908754945,"Place",0.6311,"🇨🇦"
1330832317494009858,"Other",0.9603,"Christmas"
1330832317494009858,"Place",0.9916,"Canada"
1330810471549583361,"Place",0.792,"York"
1330798736054870018,"Place",0.9766,"CANADA"
1330798497147351045,"Place",0.8538,"U.S."
1330797390010474497,"Person",0.9871,"Trump"
1330797390010474497,"Person",0.9895,"Biden"
1330790274134667265,"Organization",0.657,"IPO"
1330790274134667265,"Place",0.937,"U.S."
1330790274134667265,"Place",0.9709,"China"
1330790274134667265,"Organization",0.5717,"VC"
1330785522126622721,"Place",0.8495,"U.S."
1330783920418217986,"Place",0.8653,"U.S."
1330782132206247936,"Place",0.8852,"U.S."
1330777513363116033,"Place",0.4532,"Frank W. Begley Public School"
1330777513363116033,"Place",0.9531,"Ontario"
1330777511957970944,"Place",0.7986,"B.C."
1330777511957970944,"Organization",0.3504,"CTV News Vancouver"
1330777511957970944,"Place",0.7972,"B.C."
1330768952595783682,"Place",0.8919,"U.S."
1330768952595783682,"Organization",0.8164,"CBC News"
1330764497166843906,"Place",0.9093,"U.S."
1330743872239120386,"Place",0.9974,"Canada"
1330739119337697280,"Place",0.6536,"ONTARIO"
1330738236906463232,"Place",0.8538,"U.S."
1330736501081206786,"Place",0.9895,"TORONTO"
1330736501081206786,"Place",0.8611,"ONTARIO"
1330736200366190592,"Place",0.9012,"U.S."
1330736200366190592,"Organization",0.4766,"CBC News"
1330712848587239424,"Place",0.9558,"U.S."
1330712848587239424,"Place",0.965,"Canada"
1330712466003791873,"Place",0.9832,"U.S."
1330712466003791873,"Organization",0.8692,"CBC News"
1330706691747422210,"Place",0.8861,"U.S."
1330706691747422210,"Organization",0.6496,"CBC News"
1330705456931643394,"Place",0.8794,"U.S."
1330703804312981504,"Place",0.9955,"Toronto"
1330703804312981504,"Organization",0.5553,"Peel Region"
1330701313034825728,"Place",0.8538,"U.S."
1330699957553278978,"Place",0.9162,"U.S."
1330699957553278978,"Organization",0.7907,"CBC News"
1330694723384741888,"Place",0.8869,"U.S."
1330694723384741888,"Organization",0.7173,"CBC News"
1330692556275978240,"Place",0.8538,"U.S."
1330692387950239750,"Place",0.8538,"U.S."
1330691222692913153,"Place",0.8409,"Alberta"
1330691222692913153,"Place",0.9449,"Ontario"
1330691222692913153,"Place",0.9924,"Italy"
1330691222692913153,"Place",0.9486,"Alberta"
1330691222692913153,"Place",0.9647,"Ontario"
1330688562229075968,"Person",0.994,"Dr. Russell"
1330688316665188354,"Place",0.8531,"U.S."
1330687285210324992,"Place",0.9006,"U.S."
1330687285210324992,"Organization",0.6448,"CBC News"
