"tweet_id","type","probability","text"
1330682214825271297,"Organization",0.4047,"Canucks"
1330681740457775104,"Place",0.9501,"US"
1330681740457775104,"Place",0.9009,"U.S."
1330681740457775104,"Organization",0.7742,"CBC News"
1330680257960177670,"Place",0.8665,"United States"
1330679199066189824,"Place",0.8538,"U.S."
1330679077649440770,"Organization",0.3666,"Covid"
1330679077649440770,"Place",0.9644,"Canada"
1330677770087763971,"Place",0.9036,"U.S."
1330677770087763971,"Place",0.988,"Canada"
1330677446648221701,"Place",0.9551,"U.S."
1330677446648221701,"Place",0.9664,"Canada"
1330676081754591238,"Place",0.9905,"Canada"
1330676081754591238,"Place",0.982,"US"
1330676081754591238,"Place",0.8578,"US"
1330672435343998976,"Organization",0.4642,"Kitchener McDonalds"
1330672435343998976,"Place",0.3866,"Toronto"
1330672435343998976,"Place",0.9861,"Kitchener"
1330668345843093504,"Place",0.6659,"Kelowna, B.C."
1330667072519540736,"Place",0.9985,"Toronto"
1330667072519540736,"Person",0.9403,"Doug Ford"
1330664766977806339,"Place",0.8678,"U.S."
1330663764857737218,"Place",0.8919,"U.S."
1330663764857737218,"Organization",0.8164,"CBC News"
1330661766423076865,"Person",0.9828,"PAUL FROMM"
1330661766423076865,"Place",0.9985,"VANCOUVER"
1330658314829574146,"Person",0.9765,"Doug Ford"
1330658314829574146,"Place",0.7534,"Ontario"
1330658314829574146,"Place",0.7247,"Ontario"
1330657956954857473,"Place",0.9868,"Canada"
1330653662817910785,"Place",0.9882,"Canada"
1330645208132952064,"Other",0.9967,"Thanksgiving"
1330645208132952064,"Place",0.9855,"Canada"
1330645208132952064,"Other",0.9884,"Thanksgiving"
1330643478167105539,"Place",0.8911,"U.S."
1330643478167105539,"Organization",0.8003,"CBC News"
1330640452656173062,"Place",0.9551,"U.S."
1330640452656173062,"Place",0.9664,"Canada"
1330639990225735680,"Place",0.9805,"Canada"
1330639990225735680,"Person",0.9023,"Mark Carney"
1330636753481461761,"Place",0.8538,"U.S."
1330633646991155201,"Person",0.4677,"Canadians"
1330633646991155201,"Place",0.9562,"US"
1330629533335076868,"Place",0.9947,"Canada"
1330627576369455106,"Place",0.5579,"Toronto"
1330622353185910787,"Place",0.8111,"Canada"
1330618249537490944,"Place",0.8538,"U.S."
1330617060133580802,"Place",0.9384,"Toronto"
1330617060133580802,"Place",0.5279,"City of Toronto"
1330614150200926208,"Organization",0.7019,"GOP"
1330614150200926208,"Place",0.932,"Canada"
1330614150200926208,"Organization",0.7095,"GOP"
1330610887707672576,"Place",0.8919,"U.S."
1330610887707672576,"Organization",0.8164,"CBC News"
1330608874043437057,"Place",0.9777,"Florida"
1330608874043437057,"Place",0.9557,"US"
1330605611722149892,"Place",0.8443,"U.S."
1330605055284817922,"Place",0.8919,"U.S."
1330605055284817922,"Organization",0.8164,"CBC News"
1330603418415628288,"Place",0.8538,"U.S."
1330602586454495244,"Place",0.8919,"U.S."
1330602586454495244,"Organization",0.8164,"CBC News"
1330598429580423168,"Place",0.8538,"U.S."
1330597688069525504,"Place",0.8538,"U.S."
1330589423428317190,"Person",0.9714,"Trudeau"
1330589423428317190,"Person",0.4331,"Covid"
1330589423428317190,"Place",0.9938,"Canada"
1330589423428317190,"Person",0.9277,"Trudeau"
1330588356133212163,"Place",0.9987,"Florida"
1330588356133212163,"Place",0.9787,"Canada"
1330586562749476866,"Place",0.9511,"Canada"
1330586399884664833,"Place",0.8538,"U.S."
1330586127271661574,"Place",0.997,"Canada"
1330586127271661574,"Organization",0.4061,"Sarscov2"
1330586127271661574,"Place",0.8752,"U.S."
1330583076095856641,"Place",0.274,"Quebec"
1330579870435270658,"Place",0.9972,"Florida"
1330579870435270658,"Place",0.8601,"US"
1330579353206403072,"Place",0.9624,"U.S."
1330576911806808066,"Place",0.9664,"US"
1330576911806808066,"Place",0.972,"Canada"
1330576482276544512,"Place",0.8896,"U.S."
1330576482276544512,"Organization",0.7812,"CBC News"
1330574111266000905,"Place",0.9012,"U.S."
1330572746523340800,"Place",0.9915,"Florida"
1330571625943740416,"Place",0.8538,"U.S."
1330570119622373380,"Place",0.8843,"U.S."
1330567608618258434,"Place",0.8869,"U.S."
1330565852912119811,"Place",0.9834,"Florida"
1330564904143753217,"Person",0.9631,"Trudeau"
1330564904143753217,"Place",0.9641,"Canada"
1330564904143753217,"Person",0.9338,"Trudeau"
1330564750074290176,"Place",0.9866,"Vancouver"
1330564316148494340,"Other",0.4097,"Tales From The Crypt comic"
1330561985839210496,"Place",0.8919,"U.S."
1330561985839210496,"Organization",0.8164,"CBC News"
1330561442257334278,"Place",0.8538,"U.S."
1330561398129233921,"Place",0.8824,"U.S."
1330560558115020801,"Place",0.9621,"U.S."
1330559635137454081,"Place",0.9882,"Toronto"
1330559635137454081,"Place",0.9206,"Toronto"
1330559635137454081,"Place",0.9926,"Toronto"
1330558725506150402,"Place",0.8919,"U.S."
1330558725506150402,"Organization",0.8164,"CBC News"
1330557632462151683,"Place",0.9748,"US"
1330557632462151683,"Person",0.3182,"Gen-Xers"
1330552921742864385,"Place",0.8631,"U.S."
1330552912024662021,"Place",0.8843,"U.S."
1330547749742387205,"Organization",0.923,"Costco"
1330547749742387205,"Organization",0.905,"Walmart"
1330547749742387205,"Place",0.3764,"Toronto Lockdown"
1330546665435099136,"Organization",0.7326,"Toronto Public Health"
1330546500993228804,"Product",0.7654,"Google"
1330545777576390660,"Place",0.9797,"CANADA"
1330545777576390660,"Place",0.8771,"U.S."
1330545777576390660,"Organization",0.8151,"CBC News"
1330545132106604546,"Place",0.7228,"Vancouver"
1330545132106604546,"Place",0.7626,"US"
1330543391009087490,"Place",0.8949,"U.S."
1330541160733937665,"Place",0.8967,"U.S."
1330541160733937665,"Organization",0.5858,"CBC News"
1330540777529860098,"Other",0.3206,"Covid Zero"
1330538725428834306,"Place",0.8935,"U.S."
1330538725428834306,"Place",0.7137,"Canada-U.S"
1330537230532816897,"Place",0.9606,"Florida"
1330537076018831360,"Place",0.9127,"US"
1330537076018831360,"Place",0.904,"U.S."
1330537076018831360,"Organization",0.7768,"CBC News"
1330534535063363595,"Place",0.5985,"Canada-U.S"
1330533357214715910,"Place",0.9051,"U.S."
1330532081072566276,"Place",0.8917,"Toronto"
1330531373086543874,"Place",0.8538,"U.S."
1330531359186628610,"Place",0.8919,"U.S."
1330531359186628610,"Organization",0.8164,"CBC News"
1330530585098510337,"Place",0.8594,"U.S."
1330530369758777349,"Place",0.8867,"U.S."
1330530249017229314,"Place",0.876,"U.S."
1330529281991208969,"Place",0.8698,"U.S."
1330527641712160777,"Place",0.8878,"U.S."
1330527641712160777,"Organization",0.7649,"CBC News"
1330527571423981571,"Place",0.827,"U.S."
1330527402464841733,"Place",0.9988,"Florida"
1330527402464841733,"Place",0.9028,"U.S."
1330527402464841733,"Organization",0.751,"CBC News"
1330526482607685632,"Place",0.9033,"U.S."
1330523984937541632,"Place",0.8538,"U.S."
1330523674361749504,"Place",0.9804,"Canada"
1330522291193647107,"Place",0.6978,"US"
1330522291193647107,"Place",0.6405,"US"
1330522291193647107,"Place",0.9989,"Florida"
1330522291193647107,"Place",0.9637,"US"
1330522022380773378,"Place",0.832,"U.S."
1330520473562730499,"Place",0.9871,"Canada"
1330520473562730499,"Place",0.9644,"Ontario"
1330520332059381761,"Place",0.8538,"U.S."
1330520170515804162,"Organization",0.2853,"The Ontario government"
1330519707624075265,"Place",0.8574,"U.S."
1330517129515458561,"Place",0.823,"U.S."
1330517129515458561,"Place",0.9733,"USA"
1330516457478873093,"Place",0.8538,"U.S."
1330516254730358786,"Place",0.9654,"U.S."
1330514980853182475,"Place",0.8959,"U.S."
1330514507437731840,"Place",0.8741,"U.S."
1330512691279093763,"Place",0.8843,"U.S."
1330512309697933312,"Place",0.9953,"Canada"
1330512304396529665,"Place",0.8895,"U.S."
1330511489732648962,"Place",0.9805,"Canada"
1330504900787232768,"Place",0.9035,"U.S."
1330503150130880515,"Place",0.8843,"U.S."
1330502027869384706,"Place",0.8963,"U.S."
1330500211089825793,"Place",0.7966,"U.S."
1330500211089825793,"Place",0.906,"U.S."
1330500211089825793,"Place",0.3114,"COVID-19 hot-spot Florida"
1330499174207533060,"Place",0.8843,"U.S."
1330498877716393987,"Place",0.9935,"Canada"
1330498682551144455,"Place",0.8916,"U.S."
1330498682551144455,"Place",0.685,"Canada-U.S"
1330498682551144455,"Organization",0.5449,"CBC News"
1330497818621059074,"Place",0.9079,"U.S."
1330497159926607873,"Place",0.9191,"U.S."
1330497159926607873,"Organization",0.7647,"CBC News"
1330496522799247360,"Place",0.9928,"Toronto"
1330496522799247360,"Place",0.9152,"Ontario"
1330496365491838977,"Place",0.9505,"U.S."
1330496365491838977,"Place",0.9631,"Canada"
1330494802568368129,"Place",0.9736,"Canada"
1330493769939095555,"Place",0.8919,"U.S."
1330493769939095555,"Organization",0.8164,"CBC News"
1330493196745519108,"Place",0.9899,"Canada"
1330491035538120707,"Place",0.8971,"U.S."
1330477173086547968,"Place",0.8843,"U.S."
1330466811456925696,"Place",0.8754,"U.S."
1330466770017284098,"Place",0.8919,"U.S."
1330466770017284098,"Organization",0.8164,"CBC News"
1330465069394694146,"Place",0.9206,"U.S."
1330465069394694146,"Place",0.993,"US"
1330465069394694146,"Place",0.9908,"Canada"
1330464598718369799,"Place",0.8843,"U.S."
1330463584590163969,"Place",0.9976,"Canada"
1330461172143955976,"Place",0.8843,"U.S."
1330451776445820929,"Place",0.8914,"U.S."
1330451776445820929,"Organization",0.6817,"CBC News"
1330450342325186561,"Place",0.999,"Canada"
1330448068001615873,"Place",0.8653,"U.S."
1330447747871367169,"Place",0.8653,"U.S."
1330446485134188545,"Place",0.8653,"U.S."
1330446276786319361,"Place",0.8538,"U.S."
1330444425789468673,"Place",0.8538,"U.S."
1330443412470984705,"Place",0.8595,"U.S."
1330440657224294402,"Place",0.4994,"Cambridge"
1330439159211810818,"Place",0.8538,"U.S."
1330438890918961156,"Place",0.902,"U.S."
1330437798827094022,"Person",0.9839,"Dr Harkins"
1330437798827094022,"Organization",0.5708,"Chairman Royal college of Physicians Canada"
1330437798827094022,"Place",0.9703,"EDMONTON"
1330437515401170945,"Place",0.8538,"U.S."
1330436510353678337,"Place",0.8914,"U.S."
1330435038249431043,"Place",0.9281,"U.S."
1330435038249431043,"Organization",0.5748,"CDC"
1330435038249431043,"Other",0.9777,"Thanksgiving"
1330435034969411591,"Organization",0.8049,"FDA"
1330435034969411591,"Person",0.996,"Trump"
1330435031853129729,"Place",0.9466,"U.S."
1330435029013573633,"Organization",0.5091,"General Motors"
1330435022239768576,"Place",0.9412,"U.S."
1330435022239768576,"Other",0.4907,"Inauguration Day"
1330435022239768576,"Place",0.3145,"Covid"
1330435013779841025,"Place",0.5271,"U.S."
1330435013779841025,"Person",0.3586,"Covid"
1330435010512510977,"Organization",0.8427,"GOP"
1330435010512510977,"Organization",0.6705,"Pfizer"
1330435010512510977,"Place",0.5929,"Covid"
1330434999871545344,"Person",0.9942,"Trump"
1330434993995341824,"Person",0.9052,"Dr. Scott Gottlieb"
1330427018115239937,"Place",0.4643,"Sask"
1330427018115239937,"Organization",0.8614,"CBC News"
1330410833323560960,"Place",0.9934,"Toronto"
1330410833323560960,"Person",0.8655,"Serge"
1330398889208373250,"Place",0.9153,"Canada"
1330398889208373250,"Person",0.4423,"Covid"
1330397937889910786,"Place",0.9418,"Ontario"
1330374585590501376,"Place",0.79,"Vancouver"
1330374585590501376,"Organization",0.7703,"AbCellera"
1330374585590501376,"Place",0.5429,"US"
1330374585590501376,"Organization",0.5468,"Nasdaq"
1330364242353152002,"Place",0.9965,"NYC"
1330361883434643462,"Organization",0.8293,"Costco"
1330361883434643462,"Organization",0.9574,"WalMart"
1330361883434643462,"Place",0.8817,"Vancouver"
1330355396586967044,"Place",0.9854,"Vancouver"
1330355396586967044,"Organization",0.4847,"Covid"
1330355142751752192,"Place",0.9944,"Canada"
1330355142751752192,"Organization",0.7451,"CBC News"
1330349030694645761,"Place",0.2091,"Gatineau brewpub"
1330328905992048641,"Place",0.8887,"Ontario"
1330322685935673346,"Place",0.993,"Ontario"
1330322685935673346,"Place",0.3957,"Covid"
1330320157940604928,"Place",0.976,"Toronto"
1330320157940604928,"Place",0.9262,"Toronto"
1330320028290355200,"Place",0.9866,"Buffalo"
1330320028290355200,"Place",0.3604,"New York"
1330320028290355200,"Person",0.5264,"Cuomo"
1330320028290355200,"Place",0.7077,"Canada"
1330316400448122880,"Place",0.9979,"Canada"
1330312585137295361,"Place",0.352,"Montreal"
1330302586424074245,"Place",0.9174,"Ontario"
1330302586424074245,"Person",0.3366,"Covid"
1330302115995115524,"Place",0.914,"canada"
1330285036436852736,"Place",0.9904,"Ontario"
1330283349873717250,"Place",0.9958,"Canada"
1330283349873717250,"Organization",0.6045,"Covid"
1330282855222685697,"Place",0.8744,"Ontario"
1330281089382887427,"Place",0.9941,"Canada"
1330281089382887427,"Organization",0.7835,"CBC News"
1330269903304200194,"Place",0.3165,"Coronavirus"
1330269130721734657,"Place",0.9525,"Toronto"
1330269130721734657,"Place",0.6489,"Covid"
1330264753852338182,"Place",0.8556,"B.C."
1330264753852338182,"Place",0.9907,"Vancouver"
1330258943512358914,"Place",0.5793,"EDMONTON Alberta Canada"
1330258329919254528,"Product",0.5186,"GTA"
1330258329919254528,"Person",0.9916,"Doug Ford"
1330255435643973633,"Place",0.9873,"Canada"
1330254867542265860,"Place",0.8855,"Toronto"
1330249811770150914,"Organization",0.9857,"NBA"
1330249811770150914,"Organization",0.8723,"Toronto Raptors"
1330249811770150914,"Place",0.7841,"Tampa Bay"
1330248673385656331,"Place",0.7072,"Ontario"
1330248673385656331,"Organization",0.7285,"Costco"
1330246230778261504,"Place",0.9903,"Canada"
1330245208005619713,"Place",0.9935,"Canada"
1330241812737482753,"Person",0.9751,"Cheryl"
1330241812737482753,"Place",0.9313,"Eastern Canada"
1330241730524946437,"Person",0.6317,"Mark"
1330241730524946437,"Organization",0.7412,"Vancouver Coastal Health"
1330240191253147650,"Place",0.9357,"Toronto"
1330239886260113408,"Place",0.9873,"Canada"
1330235453103108097,"Place",0.9179,"Ontario"
1330235453103108097,"Person",0.4527,"Hamilton"
1330235382496178177,"Place",0.9938,"Canada"
1330235382496178177,"Organization",0.8683,"CBC News"
1330233858328059905,"Place",0.7333,"Toronto"
1330233858328059905,"Person",0.8744,"John Tory"
1330232453399785473,"Place",0.9933,"Canada"
1330228634976727048,"Place",0.9944,"Canada"
1330217735851298818,"Organization",0.5051,"British Columbia"
1330210655950016515,"Place",0.2802,"Canada"
1330210655950016515,"Place",0.8113,"Ontario"
1330203473997164548,"Organization",0.6586,"Fiverr"
1330200863453958149,"Place",0.9935,"Canada"
1330199506802122754,"Other",0.3007,"Coronavirus Pandemic"
1330199506802122754,"Place",0.6732,"Canada"
1330198541768290305,"Place",0.9935,"Canada"
1330197827646066688,"Place",0.9935,"Canada"
1330196249237204994,"Place",0.693,"Hudson's Bay"
1330196249237204994,"Place",0.9812,"Canada"
1330195745446752266,"Organization",0.4835,"EI"
1330193397831839749,"Place",0.9935,"Canada"
1330191263128309766,"Place",0.9893,"Canada"
1330191263128309766,"Person",0.684,"Trudeau"
1330187385624272900,"Organization",0.6412,"HBC"
1330187385624272900,"Place",0.998,"Ontario"
1330187385624272900,"Place",0.5594,"Quebec"
1330187385624272900,"Place",0.9079,"British Columbia"
1330187385624272900,"Place",0.997,"Florida"
1330187385624272900,"Place",0.9481,"North America"
1330184342082088960,"Place",0.9942,"Canada"
1330176912770084867,"Other",0.9563,"Christmas"
1330175865255301128,"Organization",0.3946,"Health Canada"
1330175865255301128,"Organization",0.3496,"Covid"
1330174720487124997,"Place",0.7025,"Sask"
1330173812319641602,"Place",0.9741,"TORONTO"
1330173464230162436,"Place",0.9949,"Canada"
1330171534179184646,"Place",0.9822,"Canada"
1330171534179184646,"Organization",0.6047,"Canada Border Services Agency"
1330170030965796866,"Other",0.5386,"God"
1330170030965796866,"Place",0.9967,"Ontario"
1330167628271411203,"Place",0.9931,"Canada"
1330166827935272965,"Place",0.994,"Canada"
1330165366451019777,"Place",0.4685,"Fran Hanover"
1330165366451019777,"Organization",0.4535,"Northern Ontario Recovery Program"
1330165157985652744,"Place",0.9707,"Ontario"
1330165157985652744,"Place",0.9942,"Canada"
1330164902368043012,"Place",0.9935,"Canada"
1330161985674223620,"Place",0.9981,"Canada"
1330160618444365831,"Place",0.9948,"Canada"
1330160618444365831,"Place",0.9944,"Canada"
1330159548305448962,"Place",0.9935,"Canada"
1330156794526789653,"Place",0.9844,"Canada"
1330156794526789653,"Place",0.911,"Pakistan"
1330156794526789653,"Place",0.9361,"Canada"
1330156794526789653,"Place",0.8384,"Canada"
1330156794526789653,"Place",0.9405,"Canada"
1330155877622571010,"Organization",0.9359,"Amazon"
1330155298544377858,"Place",0.995,"Canada"
1330152605063016454,"Place",0.9015,"Toronto"
1330149159836520449,"Place",0.9937,"Canada"
1330140109044387846,"Place",0.9935,"Canada"
1330137877011980289,"Place",0.995,"Canada"
1330135540696555520,"Place",0.9929,"Canada"
1330135082129108993,"Place",0.8916,"Ontario"
1330135082129108993,"Organization",0.5315,"Quebec Public Health Policy"
1330135082129108993,"Organization",0.7392,"Ottawa Athletic Club"
1330131124748754950,"Place",0.9935,"Canada"
1330129692037353474,"Organization",0.724,"Raptors"
1330126206189137921,"Place",0.9978,"Canada"
1330125308410949634,"Place",0.9935,"Canada"
1330124294995795971,"Place",0.6414,"Montreal"
1330124085549027328,"Place",0.9942,"Canada"
1330123715556892674,"Place",0.9935,"Canada"
1330123330171641864,"Place",0.7932,"Toronto"
1330121185661685761,"Place",0.9935,"Canada"
1330110492682178564,"Place",0.9639,"Toronto"
1330110492682178564,"Person",0.8242,"Trudeau"
1330101259630686210,"Place",0.6254,"Montreal"
1330095121174564865,"Place",0.7466,"US"
1330095121174564865,"Place",0.5477,"Canada"
1330095121174564865,"Place",0.7803,"UK"
1330084048459468801,"Place",0.7474,"US"
1330084048459468801,"Place",0.5501,"Canada"
1330084048459468801,"Place",0.7702,"UK"
1330072534142881794,"Person",0.5974,"Biden Covid"
1330072534142881794,"Person",0.6923,"Dr. Michael Osterholm"
1330072532217696256,"Organization",0.9617,"NBA"
1330072532217696256,"Organization",0.869,"Toronto Raptors"
1330072532217696256,"Place",0.7836,"Tampa Bay"
1330072526190469120,"Organization",0.8298,"Pfizer"
1330072526190469120,"Organization",0.6013,"BioNTech"
1330072526190469120,"Organization",0.8456,"FDA"
1330072521245401089,"Person",0.6364,"Biden Covid"
1330072521245401089,"Person",0.6689,"Dr. Michael Osterholm"
1330072514261868545,"Organization",0.7267,"FDA"
1330072510658998272,"Organization",0.6522,"EU"
1330072507886546950,"Place",0.6185,"White House"
1330072507886546950,"Place",0.9828,"U.S."
1330072507886546950,"Organization",0.6083,"CDC"
1330065502891282440,"Place",0.8633,"California"
1330065495974928386,"Place",0.9323,"California"
1330065495974928386,"Organization",0.8352,"Tesla"
1330050253949702145,"Place",0.9311,"Canada"
1330036198853767168,"Place",0.9015,"Toronto"
1330016287469268992,"Place",0.7744,"Ontario"
1330011537680044034,"Organization",0.5656,"Canada Govt"
1330006554498768903,"Organization",0.4759,"AP News"
1330006554498768903,"Place",0.7836,"Japan"
1330006321597321218,"Place",0.8469,"Ontario"
1330006321597321218,"Place",0.6672,"Ontario"
1330000640257318914,"Place",0.9955,"Canada"
1330000640257318914,"Place",0.9885,"Canada"
1329997859878440961,"Person",0.9352,"Trudeau"
1329997859878440961,"Person",0.6064,"Tam"
1329997859878440961,"Organization",0.8613,"Supreme Court of Justice"
1329997859878440961,"Place",0.9898,"Canada"
1329993669924053005,"Place",0.9526,"Toronto"
1329993669924053005,"Other",0.9863,"Christmas"
1329991998489694209,"Place",0.8617,"Toronto"
1329986142561775616,"Person",0.5703,"Mr Premier"
1329986142561775616,"Place",0.8635,"Toronto"
1329983797358600194,"Person",0.6059,"President Trump"
1329983797358600194,"Person",0.995,"Rudy Giuliani"
1329983797358600194,"Place",0.9899,"California"
1329983797358600194,"Place",0.5504,"Ohio"
1329983797358600194,"Place",0.9844,"Oregon"
1329983797358600194,"Place",0.9622,"Toronto"
1329973515836153857,"Place",0.962,"Toronto"
1329973515836153857,"Person",0.9639,"Diane J. Brisebois"
1329973515836153857,"Organization",0.3659,"Retail Council of Canada"
1329972971897839616,"Place",0.9219,"Ontario"
1329966900491603969,"Place",0.8977,"Toronto"
1329965262309892096,"Place",0.9113,"Toronto"
1329965262309892096,"Place",0.99,"Toronto"
1329963015744098308,"Place",0.9701,"Vancouver"
1329955943296225287,"Place",0.9038,"Toronto"
1329951833943646209,"Place",0.994,"Canada"
1329951833943646209,"Organization",0.8029,"CBC News"
1329945758833934336,"Place",0.8913,"Toronto"
1329941084735217664,"Place",0.9217,"Ontario"
1329940119491661825,"Person",0.6352,"President Trump"
1329940119491661825,"Person",0.9951,"Rudy Giuliani"
1329940119491661825,"Place",0.9865,"California"
1329940119491661825,"Place",0.5459,"Ohio"
1329940119491661825,"Place",0.986,"Oregon"
1329940119491661825,"Place",0.9364,"Toronto"
1329935678600187907,"Place",0.9833,"Toronto"
1329935678600187907,"Place",0.9974,"Canada"
1329932572957270021,"Organization",0.8254,"Ontario Premier"
1329932572957270021,"Organization",0.957,"Amazon"
1329928283186716672,"Organization",0.9408,"Toronto Raptors"
1329928283186716672,"Place",0.9805,"Toronto"
1329927505667530753,"Place",0.9935,"Canada"
1329926745290657793,"Place",0.9823,"Canada"
1329925735780405252,"Person",0.8761,"Donald Trump Jr."
1329925012409737219,"Person",0.9862,"Biden"
1329925012409737219,"Place",0.9517,"U.S."
1329924356022149121,"Organization",0.4931,"Ontario Premier Doug Ford"
1329924356022149121,"Place",0.9506,"Toronto"
1329924356022149121,"Place",0.9884,"Canada"
1329923763073380355,"Organization",0.6076,"AbCellera"
1329923763073380355,"Place",0.6247,"Vancouver"
1329923763073380355,"Organization",0.4346,"AbCellera"
1329923763073380355,"Place",0.7393,"US"
1329922149423976449,"Place",0.9391,"Toronto"
1329922149423976449,"Place",0.9347,"Steeles Ave"
1329922149423976449,"Place",0.9922,"York"
1329914401869074434,"Person",0.9967,"Justine Forsman"
1329914401869074434,"Place",0.7219,"Vancouver Washington"
1329914401869074434,"Place",0.2566,"Mill Plain Blvd"
1329909698552881155,"Place",0.3585,"Markham"
1329909698552881155,"Place",0.9307,"Toronto"
1329909698552881155,"Organization",0.7159,"Peel Region"
1329909698552881155,"Place",0.4538,"Markham"
1329909698552881155,"Place",0.3496,"Markham"
1329909046577680386,"Place",0.6141,"🇨🇦"
1329909046577680386,"Place",0.725,"L6P"
1329908977396813824,"Place",0.9993,"Toronto"
1329908977396813824,"Organization",0.4823,"Covid"
1329907682439016455,"Organization",0.4481,"ESG"
1329907682439016455,"Place",0.8962,"Ontario"
1329906779002638338,"Organization",0.9866,"NBA"
1329906779002638338,"Organization",0.8317,"Toronto Raptors"
1329906779002638338,"Place",0.7761,"Tampa Bay"
1332508602314080256,"Place",0.7143,"Edmonton"
1332508602314080256,"Place",0.9399,"Alberta"
1332493203149385729,"Place",0.5679,"Calgary"
1332493203149385729,"Person",0.9752,"Gil Tucker"
1332485805856722951,"Place",0.671,"Ontario"
1332478034322984962,"Organization",0.5556,"Alberta Business Community"
1332478034322984962,"Place",0.4867,"Alberta"
1332469803672473601,"Place",0.9943,"Alberta"
1332459187645792257,"Place",0.9944,"Montreal"
1332413845382467585,"Place",0.97,"Sherwood Park"
1332413845382467585,"Organization",0.5005,"NDP"
1332390659970400257,"Place",0.8588,"Alberta"
1332388856381882369,"Place",0.9971,"Vietnam"
1332388856381882369,"Place",0.5225,"Vietnam"
1332384866042748929,"Place",0.8943,"Montreal"
1332371708259356672,"Place",0.9763,"Edmonton"
1332366485411401728,"Place",0.9868,"Alberta"
1332364950543675393,"Place",0.9944,"Montreal"
1332357818058420225,"Place",0.598,"Edmonton"
1332357818058420225,"Place",0.4585,"Alberta"
1332345914548047872,"Place",0.8444,"Alberta"
1332336422989090816,"Organization",0.4543,"Covid"
1332336422989090816,"Place",0.9928,"Alberta"
1332241644347936769,"Place",0.6026,"Edmonton"
1332241644347936769,"Place",0.5062,"Alberta"
1332169003188404224,"Place",0.9339,"Edmonton"
1332169003188404224,"Person",0.9009,"Trudeau"
1332168574455070722,"Place",0.9357,"Edmonton"
1332168574455070722,"Person",0.9005,"Trudeau"
1332154553169444864,"Place",0.7208,"Alberta"
1332154553169444864,"Organization",0.7765,"State of Victoria"
1332154553169444864,"Place",0.997,"Australia"
1332154553169444864,"Place",0.9924,"Alberta"
1332151839895261184,"Place",0.744,"Alberta"
1332151839895261184,"Place",0.6361,"Alberta"
1332124512419102720,"Place",0.5711,"Edmonton"
1332124512419102720,"Place",0.9262,"Alberta"
1332114935896174592,"Organization",0.8442,"Republicans"
1332105465946247169,"Place",0.9856,"Alberta"
1332083303856316416,"Person",0.719,"Kenney"
1332083303856316416,"Place",0.8968,"Alberta"
1332079621781692417,"Place",0.4425,"Argyll"
1332064803968274432,"Place",0.9967,"Calgary"
1332057896352321536,"Place",0.9924,"Alberta"
1332052528272343040,"Place",0.9954,"Alberta"
1332040456784412672,"Place",0.5612,"Alberta"
1332040456784412672,"Organization",0.7387,"Covid"
1332037913236922368,"Place",0.527,"Alberta"
1332028664561754113,"Place",0.7238,"Edmonton"
1332028664561754113,"Place",0.9314,"Alberta"
1332020929053011970,"Place",0.7224,"Edmonton"
1332020929053011970,"Place",0.9248,"Alberta"
1332011245139095554,"Place",0.6217,"Edmonton"
1332011245139095554,"Place",0.7093,"Alberta"
1332001617110036481,"Organization",0.4152,"Nova Scotia"
1331999926700617732,"Place",0.5714,"Edmonton"
1331999926700617732,"Place",0.9207,"Alberta"
1331997641996046336,"Place",0.9973,"Edmonton"
1331997641996046336,"Place",0.8343,"Alberta"
1331995477974388736,"Organization",0.676,"Small Business Impact Grant"
1331995477974388736,"Organization",0.4858,"Nova Scotia"
1331994687675265025,"Place",0.5751,"Edmonton"
1331994687675265025,"Place",0.9383,"Alberta"
1331994177261826049,"Organization",0.4411,"Alberta UCP"
1331993119286386688,"Place",0.9276,"EDMONTON"
1331992882467762177,"Place",0.5333,"Nova Scotia"
1331992882467762177,"Place",0.903,"Hants County"
1331992882467762177,"Organization",0.5872,"Public Health"
1331984732570042368,"Person",0.715,"Kenney"
1331984732570042368,"Person",0.505,"Kenney Dithers"
1331984732570042368,"Place",0.4522,"Coronavirus Crushes Alberta"
1331983713467572224,"Place",0.8221,"Alberta"
1331983713467572224,"Organization",0.7596,"NDP"
1331983713295626240,"Place",0.8221,"Alberta"
1331983713295626240,"Organization",0.7596,"NDP"
1331981276790874113,"Person",0.9927,"Jason Kenney"
1331981105466023936,"Place",0.7238,"Edmonton"
1331981105466023936,"Place",0.9314,"Alberta"
1331971903800578053,"Person",0.7952,"Amy Covid Barrett"
1331971903800578053,"Place",0.747,"Quebec"
1331971903800578053,"Place",0.6485,"New York"
1331971903800578053,"Person",0.8575,"Foule Tory"
1331969671373852673,"Organization",0.5643,"facebook"
1331969671373852673,"Organization",0.5103,"shopify"
1331969671373852673,"Person",0.6476,"Amy Covid Barrett"
1331969671373852673,"Place",0.7712,"Quebec"
1331969671373852673,"Place",0.7917,"New York"
1331969671373852673,"Person",0.7916,"Foule Tory"
1331951061792415747,"Place",0.7026,"Edmonton"
1331951061792415747,"Place",0.9163,"Alberta"
1331839352247373824,"Place",0.6026,"Edmonton"
1331839352247373824,"Place",0.5062,"Alberta"
1331822304809115649,"Place",0.7224,"Edmonton"
1331822304809115649,"Place",0.9248,"Alberta"
1331820908458151936,"Place",0.5601,"Calgary Petroleum Club"
1331819758908444673,"Place",0.7238,"Edmonton"
